Call Type,Call Date,Dispatch DtTm,On Scene DtTm,Dispatch to On Scene duration,Neighborhooods - Analysis Boundaries
Medical Incident,01/12/2019,01/12/2019 11:52:20 AM,01/12/2019 12:05:41 PM,13,Mission Bay
Medical Incident,12/12/2018,12/12/2018 7:44:13 AM,12/12/2018 7:57:36 AM,13,Mission Bay
Medical Incident,02/03/2019,02/03/2019 2:04:39 AM,02/03/2019 2:18:05 AM,13,Mission Bay
Medical Incident,02/01/2019,02/01/2019 3:45:03 PM,02/01/2019 3:58:31 PM,13,Mission Bay
Medical Incident,01/13/2019,01/13/2019 7:48:05 AM,01/13/2019 8:01:37 AM,13,Mission Bay
Medical Incident,12/30/2018,12/30/2018 2:34:21 PM,12/30/2018 2:47:56 PM,13,Mission Bay
Medical Incident,02/18/2019,02/18/2019 11:47:26 PM,02/19/2019 12:01:07 AM,13,Mission Bay
Medical Incident,01/19/2019,01/19/2019 7:35:17 PM,01/19/2019 7:49:04 PM,13,Mission Bay
Medical Incident,01/07/2019,01/07/2019 2:20:27 PM,01/07/2019 2:34:16 PM,13,Mission Bay
Medical Incident,02/03/2019,02/03/2019 7:33:53 PM,02/03/2019 7:47:43 PM,13,Mission Bay
Medical Incident,02/25/2019,02/25/2019 11:04:43 AM,02/25/2019 11:18:46 AM,14,Mission Bay
Medical Incident,02/07/2019,02/07/2019 12:11:15 PM,02/07/2019 12:25:23 PM,14,Mission Bay
Medical Incident,01/17/2019,01/17/2019 1:17:43 AM,01/17/2019 1:31:55 AM,14,Mission Bay
Medical Incident,01/25/2019,01/25/2019 8:15:02 PM,01/25/2019 8:29:14 PM,14,Mission Bay
Medical Incident,02/12/2019,02/12/2019 8:45:40 PM,02/12/2019 9:00:03 PM,14,Mission Bay
Medical Incident,01/13/2019,01/13/2019 12:46:43 PM,01/13/2019 1:01:11 PM,14,Mission Bay
Medical Incident,01/28/2019,01/28/2019 11:26:23 PM,01/28/2019 11:40:53 PM,14,Mission Bay
Medical Incident,01/07/2019,01/07/2019 10:16:20 AM,01/07/2019 10:30:56 AM,14,Mission Bay
Medical Incident,02/03/2019,02/03/2019 4:46:57 PM,02/03/2019 5:01:35 PM,14,Mission Bay
Medical Incident,02/26/2019,02/26/2019 4:14:43 AM,02/26/2019 4:29:26 AM,14,Mission Bay
Medical Incident,12/26/2018,12/26/2018 9:22:06 PM,12/26/2018 9:36:52 PM,14,Mission Bay
Medical Incident,12/03/2018,12/03/2018 7:53:57 AM,12/03/2018 8:08:49 AM,14,Mission Bay
Medical Incident,02/14/2019,02/14/2019 6:59:10 PM,02/14/2019 7:14:08 PM,14,Mission Bay
Medical Incident,02/06/2019,02/06/2019 10:05:52 AM,02/06/2019 10:20:53 AM,15,Mission Bay
Medical Incident,01/20/2019,01/20/2019 7:37:05 PM,01/20/2019 7:52:10 PM,15,Mission Bay
Medical Incident,01/05/2019,01/05/2019 12:51:02 AM,01/05/2019 1:06:16 AM,15,Mission Bay
Medical Incident,01/16/2019,01/16/2019 5:03:03 AM,01/16/2019 5:18:22 AM,15,Mission Bay
Medical Incident,12/01/2018,12/01/2018 2:41:17 AM,12/01/2018 2:56:40 AM,15,Mission Bay
Medical Incident,02/14/2019,02/14/2019 10:45:01 PM,02/14/2019 11:00:24 PM,15,Mission Bay
Medical Incident,02/11/2019,02/11/2019 12:34:08 PM,02/11/2019 12:49:42 PM,15,Mission Bay
Medical Incident,12/29/2018,12/29/2018 9:48:02 AM,12/29/2018 10:03:37 AM,15,Mission Bay
Medical Incident,01/15/2019,01/15/2019 10:07:31 AM,01/15/2019 10:23:10 AM,15,Mission Bay
Medical Incident,02/07/2019,02/07/2019 6:54:22 PM,02/07/2019 7:10:03 PM,15,Mission Bay
Medical Incident,12/26/2018,12/26/2018 1:59:13 PM,12/26/2018 2:14:57 PM,15,Mission Bay
Medical Incident,12/14/2018,12/14/2018 9:40:21 AM,12/14/2018 9:56:14 AM,15,Mission Bay
Medical Incident,12/14/2018,12/14/2018 9:40:21 AM,12/14/2018 9:56:16 AM,15,Mission Bay
Medical Incident,02/19/2019,02/19/2019 2:01:29 PM,02/19/2019 2:17:42 PM,16,Mission Bay
Medical Incident,01/24/2019,01/24/2019 4:47:50 PM,01/24/2019 5:04:05 PM,16,Mission Bay
Medical Incident,12/09/2018,12/09/2018 1:13:30 PM,12/09/2018 1:29:48 PM,16,Mission Bay
Medical Incident,01/01/2019,01/01/2019 9:37:16 PM,01/01/2019 9:53:40 PM,16,Mission Bay
Medical Incident,12/29/2018,12/29/2018 8:01:02 AM,12/29/2018 8:17:27 AM,16,Mission Bay
Medical Incident,01/08/2019,01/08/2019 12:18:26 PM,01/08/2019 12:34:52 PM,16,Mission Bay
Medical Incident,02/23/2019,02/23/2019 6:53:04 PM,02/23/2019 7:09:31 PM,16,Mission Bay
Medical Incident,02/12/2019,02/12/2019 1:52:55 PM,02/12/2019 2:09:25 PM,16,Mission Bay
Medical Incident,01/03/2019,01/03/2019 9:19:59 AM,01/03/2019 9:36:32 AM,16,Mission Bay
Medical Incident,01/01/2019,01/01/2019 4:43:14 PM,01/01/2019 4:59:51 PM,16,Mission Bay
Medical Incident,02/06/2019,02/06/2019 4:20:34 AM,02/06/2019 4:37:12 AM,16,Mission Bay
Medical Incident,02/23/2019,02/23/2019 10:33:25 AM,02/23/2019 10:50:17 AM,16,Mission Bay
Medical Incident,01/28/2019,01/28/2019 1:37:48 PM,01/28/2019 1:54:47 PM,16,Mission Bay
Medical Incident,12/30/2018,12/30/2018 4:07:42 PM,12/30/2018 4:24:45 PM,17,Mission Bay
Medical Incident,12/02/2018,12/02/2018 12:14:02 PM,12/02/2018 12:31:15 PM,17,Mission Bay
Medical Incident,01/23/2019,01/23/2019 8:06:03 AM,01/23/2019 8:23:17 AM,17,Mission Bay
Medical Incident,02/12/2019,02/12/2019 11:39:48 PM,02/12/2019 11:57:03 PM,17,Mission Bay
Medical Incident,02/15/2019,02/15/2019 12:27:48 PM,02/15/2019 12:45:04 PM,17,Mission Bay
Medical Incident,02/21/2019,02/21/2019 8:19:52 PM,02/21/2019 8:37:23 PM,17,Mission Bay
Medical Incident,12/22/2018,12/22/2018 8:24:03 AM,12/22/2018 8:41:35 AM,17,Mission Bay
Medical Incident,12/08/2018,12/08/2018 6:59:06 PM,12/08/2018 7:16:45 PM,17,Mission Bay
Medical Incident,01/23/2019,01/23/2019 7:45:47 PM,01/23/2019 8:03:31 PM,17,Mission Bay
Medical Incident,01/15/2019,01/15/2019 2:23:57 PM,01/15/2019 2:41:49 PM,17,Mission Bay
Medical Incident,01/30/2019,01/30/2019 11:19:16 AM,01/30/2019 11:37:16 AM,18,Mission Bay
Medical Incident,12/29/2018,12/29/2018 2:08:32 AM,12/29/2018 2:26:32 AM,18,Mission Bay
Medical Incident,01/18/2019,01/18/2019 11:05:46 AM,01/18/2019 11:23:53 AM,18,Mission Bay
Medical Incident,02/10/2019,02/10/2019 3:32:25 AM,02/10/2019 3:50:38 AM,18,Mission Bay
Medical Incident,01/07/2019,01/07/2019 2:57:49 PM,01/07/2019 3:16:05 PM,18,Mission Bay
Medical Incident,01/14/2019,01/14/2019 1:30:24 PM,01/14/2019 1:48:51 PM,18,Mission Bay
Medical Incident,01/24/2019,01/24/2019 10:29:19 AM,01/24/2019 10:47:53 AM,18,Mission Bay
Medical Incident,01/22/2019,01/22/2019 4:15:24 PM,01/22/2019 4:34:03 PM,18,Mission Bay
Medical Incident,02/02/2019,02/02/2019 9:07:03 PM,02/02/2019 9:25:53 PM,18,Mission Bay
Medical Incident,02/05/2019,02/05/2019 4:19:14 PM,02/05/2019 4:38:04 PM,18,Mission Bay
Medical Incident,12/07/2018,12/07/2018 10:46:51 AM,12/07/2018 11:05:49 AM,18,Mission Bay
Medical Incident,02/23/2019,02/23/2019 12:09:03 AM,02/23/2019 12:28:15 AM,19,Mission Bay
Medical Incident,01/21/2019,01/21/2019 6:20:19 PM,01/21/2019 6:39:34 PM,19,Mission Bay
Medical Incident,12/01/2018,12/01/2018 11:16:13 AM,12/01/2018 11:35:32 AM,19,Mission Bay
Medical Incident,12/28/2018,12/28/2018 3:14:14 PM,12/28/2018 3:33:35 PM,19,Mission Bay
Medical Incident,12/08/2018,12/08/2018 11:36:04 PM,12/08/2018 11:55:47 PM,19,Mission Bay
Medical Incident,02/02/2019,02/02/2019 1:17:39 PM,02/02/2019 1:37:23 PM,19,Mission Bay
Medical Incident,02/26/2019,02/26/2019 1:03:55 PM,02/26/2019 1:23:42 PM,19,Mission Bay
Medical Incident,01/06/2019,01/06/2019 1:23:06 PM,01/06/2019 1:43:21 PM,20,Mission Bay
Medical Incident,12/07/2018,12/07/2018 7:32:24 PM,12/07/2018 7:52:59 PM,20,Mission Bay
Medical Incident,01/04/2019,01/04/2019 1:17:13 AM,01/04/2019 1:37:49 AM,20,Mission Bay
Medical Incident,12/19/2018,12/19/2018 7:05:46 AM,12/19/2018 7:26:37 AM,20,Mission Bay
Medical Incident,02/09/2019,02/09/2019 12:38:01 AM,02/09/2019 12:58:54 AM,20,Mission Bay
Medical Incident,01/31/2019,01/31/2019 9:10:27 AM,01/31/2019 9:31:37 AM,21,Mission Bay
Medical Incident,01/28/2019,01/28/2019 4:20:11 PM,01/28/2019 4:41:22 PM,21,Mission Bay
Medical Incident,01/26/2019,01/26/2019 2:13:46 PM,01/26/2019 2:34:59 PM,21,Mission Bay
Medical Incident,12/11/2018,12/11/2018 1:58:18 PM,12/11/2018 2:19:32 PM,21,Mission Bay
Medical Incident,12/08/2018,12/08/2018 7:14:30 PM,12/08/2018 7:35:45 PM,21,Mission Bay
Medical Incident,01/05/2019,01/05/2019 1:31:42 PM,01/05/2019 1:53:12 PM,21,Mission Bay
Medical Incident,12/15/2018,12/15/2018 12:56:10 PM,12/15/2018 1:17:54 PM,21,Mission Bay
Medical Incident,01/20/2019,01/20/2019 8:40:03 AM,01/20/2019 9:02:11 AM,22,Mission Bay
Medical Incident,01/04/2019,01/04/2019 1:18:58 AM,01/04/2019 1:41:55 AM,22,Mission Bay
Medical Incident,01/15/2019,01/15/2019 5:36:36 PM,01/15/2019 5:59:35 PM,22,Mission Bay
Medical Incident,02/19/2019,02/19/2019 9:32:53 PM,02/19/2019 9:56:21 PM,23,Mission Bay
Medical Incident,01/13/2019,01/13/2019 5:14:46 PM,01/13/2019 5:38:17 PM,23,Mission Bay
Medical Incident,02/14/2019,02/14/2019 7:05:09 PM,02/14/2019 7:29:03 PM,23,Mission Bay
Medical Incident,12/03/2018,12/03/2018 10:05:18 AM,12/03/2018 10:29:43 AM,24,Mission Bay
Medical Incident,02/28/2019,02/28/2019 10:25:43 AM,02/28/2019 10:50:44 AM,25,Mission Bay
Medical Incident,02/12/2019,02/12/2019 11:34:29 AM,02/12/2019 11:59:48 AM,25,Mission Bay
Medical Incident,02/21/2019,02/21/2019 3:52:52 PM,02/21/2019 4:18:29 PM,25,Mission Bay
Medical Incident,01/16/2019,01/16/2019 4:42:34 PM,01/16/2019 5:08:13 PM,25,Mission Bay
Medical Incident,01/05/2019,01/05/2019 9:24:03 AM,01/05/2019 9:51:45 AM,27,Mission Bay
Medical Incident,01/04/2019,01/04/2019 2:21:33 PM,01/04/2019 2:50:47 PM,29,Mission Bay
Medical Incident,12/17/2018,12/17/2018 9:54:17 PM,12/17/2018 10:24:19 PM,30,Mission Bay
Medical Incident,12/14/2018,12/14/2018 11:31:50 AM,12/14/2018 12:01:57 PM,30,Mission Bay
Medical Incident,12/05/2018,12/05/2018 5:56:24 PM,12/05/2018 6:26:32 PM,30,Mission Bay
Medical Incident,12/18/2018,12/18/2018 9:28:36 AM,12/18/2018 10:00:56 AM,32,Mission Bay
Medical Incident,02/21/2019,02/21/2019 5:30:50 PM,02/21/2019 6:05:10 PM,34,Mission Bay
Medical Incident,12/05/2018,12/05/2018 5:16:45 PM,12/05/2018 5:53:57 PM,37,Mission Bay
Medical Incident,02/22/2019,02/22/2019 2:25:53 PM,02/22/2019 3:03:59 PM,38,Mission Bay
Medical Incident,02/13/2019,02/13/2019 10:56:15 AM,02/13/2019 11:43:25 AM,47,Mission Bay
Medical Incident,02/19/2019,02/19/2019 4:18:15 AM,02/19/2019 5:06:43 AM,48,Mission Bay
Medical Incident,02/22/2019,02/22/2019 3:52:03 AM,02/22/2019 3:53:19 AM,1,Lakeshore
Medical Incident,02/05/2019,02/05/2019 11:30:15 AM,02/05/2019 11:31:55 AM,1,Lakeshore
Medical Incident,12/22/2018,12/22/2018 4:26:20 PM,12/22/2018 4:28:05 PM,1,Lakeshore
Medical Incident,02/15/2019,02/15/2019 10:42:14 AM,02/15/2019 10:44:04 AM,1,Lakeshore
Medical Incident,12/16/2018,12/16/2018 3:21:23 PM,12/16/2018 3:23:15 PM,1,Lakeshore
Medical Incident,12/03/2018,12/03/2018 11:23:40 AM,12/03/2018 11:25:36 AM,1,Lakeshore
Medical Incident,02/09/2019,02/09/2019 1:06:04 PM,02/09/2019 1:08:02 PM,1,Lakeshore
Medical Incident,12/02/2018,12/02/2018 5:31:23 PM,12/02/2018 5:33:24 PM,2,Lakeshore
Medical Incident,12/15/2018,12/15/2018 11:19:52 AM,12/15/2018 11:21:57 AM,2,Lakeshore
Medical Incident,12/03/2018,12/03/2018 1:06:01 PM,12/03/2018 1:08:08 PM,2,Lakeshore
Medical Incident,01/25/2019,01/25/2019 10:05:54 AM,01/25/2019 10:08:03 AM,2,Lakeshore
Medical Incident,02/18/2019,02/18/2019 6:46:19 AM,02/18/2019 6:48:40 AM,2,Lakeshore
Medical Incident,12/31/2018,12/31/2018 6:07:41 PM,12/31/2018 6:10:16 PM,2,Lakeshore
Medical Incident,01/17/2019,01/17/2019 7:18:35 PM,01/17/2019 7:21:10 PM,2,Lakeshore
Medical Incident,02/03/2019,02/03/2019 7:55:53 AM,02/03/2019 7:58:28 AM,2,Lakeshore
Medical Incident,02/11/2019,02/11/2019 4:25:55 PM,02/11/2019 4:28:30 PM,2,Lakeshore
Medical Incident,12/11/2018,12/11/2018 5:36:06 AM,12/11/2018 5:38:42 AM,2,Lakeshore
Medical Incident,01/24/2019,01/24/2019 7:12:51 AM,01/24/2019 7:15:27 AM,2,Lakeshore
Medical Incident,02/01/2019,02/01/2019 12:37:29 AM,02/01/2019 12:40:08 AM,2,Lakeshore
Medical Incident,12/30/2018,12/30/2018 11:10:01 AM,12/30/2018 11:12:45 AM,2,Lakeshore
Medical Incident,12/07/2018,12/07/2018 11:10:01 AM,12/07/2018 11:12:55 AM,2,Lakeshore
Medical Incident,01/24/2019,01/24/2019 3:32:15 PM,01/24/2019 3:35:09 PM,2,Lakeshore
Medical Incident,12/21/2018,12/21/2018 8:36:21 PM,12/21/2018 8:39:17 PM,2,Lakeshore
Medical Incident,12/31/2018,12/31/2018 9:21:43 AM,12/31/2018 9:24:39 AM,2,Lakeshore
Medical Incident,02/19/2019,02/19/2019 6:36:18 PM,02/19/2019 6:39:14 PM,2,Lakeshore
Medical Incident,12/19/2018,12/19/2018 7:53:16 PM,12/19/2018 7:56:13 PM,2,Lakeshore
Medical Incident,01/15/2019,01/15/2019 2:03:21 AM,01/15/2019 2:06:18 AM,2,Lakeshore
Medical Incident,01/16/2019,01/16/2019 6:40:15 PM,01/16/2019 6:43:12 PM,2,Lakeshore
Medical Incident,02/17/2019,02/17/2019 1:45:04 PM,02/17/2019 1:48:01 PM,2,Lakeshore
Medical Incident,12/31/2018,12/31/2018 3:20:16 AM,12/31/2018 3:23:16 AM,3,Lakeshore
Medical Incident,02/25/2019,02/25/2019 2:58:06 PM,02/25/2019 3:01:07 PM,3,Lakeshore
Medical Incident,01/03/2019,01/03/2019 4:34:03 PM,01/03/2019 4:37:05 PM,3,Lakeshore
Medical Incident,01/07/2019,01/07/2019 8:22:43 PM,01/07/2019 8:25:48 PM,3,Lakeshore
Medical Incident,01/08/2019,01/08/2019 4:27:45 PM,01/08/2019 4:30:50 PM,3,Lakeshore
Medical Incident,02/16/2019,02/16/2019 7:44:40 PM,02/16/2019 7:47:45 PM,3,Lakeshore
Medical Incident,02/25/2019,02/25/2019 4:45:36 PM,02/25/2019 4:48:41 PM,3,Lakeshore
Medical Incident,12/29/2018,12/29/2018 4:56:41 PM,12/29/2018 4:59:47 PM,3,Lakeshore
Medical Incident,02/18/2019,02/18/2019 7:28:29 AM,02/18/2019 7:31:35 AM,3,Lakeshore
Medical Incident,01/16/2019,01/16/2019 6:40:15 PM,01/16/2019 6:43:22 PM,3,Lakeshore
Medical Incident,01/30/2019,01/30/2019 7:27:16 PM,01/30/2019 7:30:23 PM,3,Lakeshore
Medical Incident,12/27/2018,12/27/2018 7:04:51 PM,12/27/2018 7:08:01 PM,3,Lakeshore
Medical Incident,01/12/2019,01/12/2019 12:39:23 PM,01/12/2019 12:42:35 PM,3,Lakeshore
Medical Incident,01/28/2019,01/28/2019 2:41:37 PM,01/28/2019 2:44:49 PM,3,Lakeshore
Medical Incident,02/08/2019,02/08/2019 9:58:06 AM,02/08/2019 10:01:21 AM,3,Lakeshore
Medical Incident,01/29/2019,01/29/2019 11:28:11 AM,01/29/2019 11:31:27 AM,3,Lakeshore
Medical Incident,12/14/2018,12/14/2018 10:11:54 PM,12/14/2018 10:15:12 PM,3,Lakeshore
Medical Incident,02/19/2019,02/19/2019 8:31:03 AM,02/19/2019 8:34:23 AM,3,Lakeshore
Medical Incident,01/26/2019,01/26/2019 2:35:00 PM,01/26/2019 2:38:22 PM,3,Lakeshore
Medical Incident,02/26/2019,02/26/2019 7:10:05 PM,02/26/2019 7:13:28 PM,3,Lakeshore
Medical Incident,01/29/2019,01/29/2019 1:08:30 PM,01/29/2019 1:11:55 PM,3,Lakeshore
Medical Incident,01/09/2019,01/09/2019 12:57:31 PM,01/09/2019 1:00:56 PM,3,Lakeshore
Medical Incident,12/06/2018,12/06/2018 10:49:48 AM,12/06/2018 10:53:14 AM,3,Lakeshore
Medical Incident,12/17/2018,12/17/2018 7:51:46 PM,12/17/2018 7:55:13 PM,3,Lakeshore
Medical Incident,01/05/2019,01/05/2019 5:52:53 PM,01/05/2019 5:56:22 PM,3,Lakeshore
Medical Incident,12/24/2018,12/24/2018 12:59:27 PM,12/24/2018 1:02:58 PM,3,Lakeshore
Medical Incident,01/24/2019,01/24/2019 11:44:47 AM,01/24/2019 11:48:18 AM,3,Lakeshore
Medical Incident,02/24/2019,02/24/2019 9:42:58 AM,02/24/2019 9:46:30 AM,3,Lakeshore
Medical Incident,12/11/2018,12/11/2018 5:20:58 PM,12/11/2018 5:24:31 PM,3,Lakeshore
Medical Incident,02/16/2019,02/16/2019 12:38:41 PM,02/16/2019 12:42:16 PM,3,Lakeshore
Medical Incident,01/08/2019,01/08/2019 10:41:01 PM,01/08/2019 10:44:37 PM,3,Lakeshore
Medical Incident,02/05/2019,02/05/2019 2:46:04 AM,02/05/2019 2:49:40 AM,3,Lakeshore
Medical Incident,01/24/2019,01/24/2019 7:49:13 PM,01/24/2019 7:52:50 PM,3,Lakeshore
Medical Incident,01/31/2019,01/31/2019 7:43:15 PM,01/31/2019 7:46:53 PM,3,Lakeshore
Medical Incident,01/31/2019,01/31/2019 1:38:39 PM,01/31/2019 1:42:18 PM,3,Lakeshore
Medical Incident,02/11/2019,02/11/2019 5:55:23 PM,02/11/2019 5:59:04 PM,3,Lakeshore
Medical Incident,01/17/2019,01/17/2019 9:58:15 AM,01/17/2019 10:01:59 AM,3,Lakeshore
Medical Incident,02/16/2019,02/16/2019 12:44:08 AM,02/16/2019 12:47:52 AM,3,Lakeshore
Medical Incident,12/18/2018,12/18/2018 2:29:43 AM,12/18/2018 2:33:28 AM,3,Lakeshore
Medical Incident,12/11/2018,12/11/2018 7:01:13 AM,12/11/2018 7:04:59 AM,3,Lakeshore
Medical Incident,12/20/2018,12/20/2018 7:27:04 PM,12/20/2018 7:30:51 PM,3,Lakeshore
Medical Incident,02/18/2019,02/18/2019 9:56:57 PM,02/18/2019 10:00:44 PM,3,Lakeshore
Medical Incident,01/06/2019,01/06/2019 6:04:23 PM,01/06/2019 6:08:14 PM,3,Lakeshore
Medical Incident,12/31/2018,12/31/2018 3:00:45 PM,12/31/2018 3:04:39 PM,3,Lakeshore
Medical Incident,12/29/2018,12/29/2018 7:17:45 PM,12/29/2018 7:21:40 PM,3,Lakeshore
Medical Incident,02/06/2019,02/06/2019 6:36:41 PM,02/06/2019 6:40:38 PM,3,Lakeshore
Medical Incident,02/03/2019,02/03/2019 11:00:18 AM,02/03/2019 11:04:16 AM,3,Lakeshore
Medical Incident,02/01/2019,02/01/2019 7:00:18 PM,02/01/2019 7:04:17 PM,3,Lakeshore
Medical Incident,01/03/2019,01/03/2019 9:12:47 AM,01/03/2019 9:16:47 AM,4,Lakeshore
Medical Incident,12/01/2018,12/01/2018 11:23:31 PM,12/01/2018 11:27:32 PM,4,Lakeshore
Medical Incident,12/04/2018,12/04/2018 3:10:06 PM,12/04/2018 3:14:08 PM,4,Lakeshore
Medical Incident,12/12/2018,12/12/2018 10:20:15 PM,12/12/2018 10:24:17 PM,4,Lakeshore
Medical Incident,01/23/2019,01/23/2019 4:51:53 PM,01/23/2019 4:55:55 PM,4,Lakeshore
Medical Incident,01/22/2019,01/22/2019 1:22:42 PM,01/22/2019 1:26:45 PM,4,Lakeshore
Medical Incident,12/11/2018,12/11/2018 8:55:20 AM,12/11/2018 8:59:26 AM,4,Lakeshore
Medical Incident,12/27/2018,12/27/2018 7:01:40 AM,12/27/2018 7:05:47 AM,4,Lakeshore
Medical Incident,01/30/2019,01/30/2019 8:33:22 AM,01/30/2019 8:37:29 AM,4,Lakeshore
Medical Incident,02/25/2019,02/25/2019 7:12:24 PM,02/25/2019 7:16:32 PM,4,Lakeshore
Medical Incident,12/03/2018,12/03/2018 1:32:04 AM,12/03/2018 1:36:12 AM,4,Lakeshore
Medical Incident,02/25/2019,02/25/2019 7:12:24 PM,02/25/2019 7:16:33 PM,4,Lakeshore
Medical Incident,12/07/2018,12/07/2018 5:19:30 PM,12/07/2018 5:23:40 PM,4,Lakeshore
Medical Incident,01/18/2019,01/18/2019 4:15:34 PM,01/18/2019 4:19:44 PM,4,Lakeshore
Medical Incident,02/28/2019,02/28/2019 9:30:32 AM,02/28/2019 9:34:44 AM,4,Lakeshore
Medical Incident,12/02/2018,12/02/2018 8:52:46 AM,12/02/2018 8:57:01 AM,4,Lakeshore
Medical Incident,02/05/2019,02/05/2019 1:25:57 PM,02/05/2019 1:30:12 PM,4,Lakeshore
Medical Incident,01/12/2019,01/12/2019 5:05:34 AM,01/12/2019 5:09:50 AM,4,Lakeshore
Medical Incident,01/25/2019,01/25/2019 10:02:21 AM,01/25/2019 10:06:37 AM,4,Lakeshore
Medical Incident,02/05/2019,02/05/2019 9:03:07 AM,02/05/2019 9:07:23 AM,4,Lakeshore
Medical Incident,02/10/2019,02/10/2019 3:40:06 PM,02/10/2019 3:44:23 PM,4,Lakeshore
Medical Incident,12/06/2018,12/06/2018 7:28:51 PM,12/06/2018 7:33:09 PM,4,Lakeshore
Medical Incident,12/17/2018,12/17/2018 7:51:46 PM,12/17/2018 7:56:04 PM,4,Lakeshore
Medical Incident,01/16/2019,01/16/2019 10:07:22 PM,01/16/2019 10:11:40 PM,4,Lakeshore
Medical Incident,02/01/2019,02/01/2019 12:16:39 PM,02/01/2019 12:20:57 PM,4,Lakeshore
Medical Incident,12/25/2018,12/25/2018 3:38:26 AM,12/25/2018 3:42:45 AM,4,Lakeshore
Medical Incident,02/21/2019,02/21/2019 1:08:21 AM,02/21/2019 1:12:41 AM,4,Lakeshore
Medical Incident,01/01/2019,01/01/2019 1:32:17 PM,01/01/2019 1:36:38 PM,4,Lakeshore
Medical Incident,12/18/2018,12/18/2018 11:41:15 AM,12/18/2018 11:45:37 AM,4,Lakeshore
Medical Incident,01/09/2019,01/09/2019 12:57:36 PM,01/09/2019 1:01:59 PM,4,Lakeshore
Medical Incident,12/10/2018,12/10/2018 8:39:10 PM,12/10/2018 8:43:35 PM,4,Lakeshore
Medical Incident,12/22/2018,12/22/2018 1:09:44 PM,12/22/2018 1:14:09 PM,4,Lakeshore
Medical Incident,02/07/2019,02/07/2019 3:23:45 PM,02/07/2019 3:28:12 PM,4,Lakeshore
Medical Incident,02/19/2019,02/19/2019 5:49:09 PM,02/19/2019 5:53:37 PM,4,Lakeshore
Medical Incident,12/11/2018,12/11/2018 11:56:41 PM,12/12/2018 12:01:10 AM,4,Lakeshore
Medical Incident,12/01/2018,12/01/2018 1:24:30 AM,12/01/2018 1:29:02 AM,4,Lakeshore
Medical Incident,12/06/2018,12/06/2018 7:28:51 PM,12/06/2018 7:33:23 PM,4,Lakeshore
Medical Incident,12/12/2018,12/12/2018 7:39:53 PM,12/12/2018 7:44:29 PM,4,Lakeshore
Medical Incident,02/07/2019,02/07/2019 3:33:25 AM,02/07/2019 3:38:01 AM,4,Lakeshore
Medical Incident,12/29/2018,12/29/2018 1:43:02 AM,12/29/2018 1:47:39 AM,4,Lakeshore
Medical Incident,01/17/2019,01/17/2019 11:55:49 AM,01/17/2019 12:00:26 PM,4,Lakeshore
Medical Incident,01/07/2019,01/07/2019 11:40:27 PM,01/07/2019 11:45:05 PM,4,Lakeshore
Medical Incident,01/01/2019,01/01/2019 9:04:17 AM,01/01/2019 9:08:57 AM,4,Lakeshore
Medical Incident,01/28/2019,01/28/2019 10:07:48 AM,01/28/2019 10:12:28 AM,4,Lakeshore
Medical Incident,01/07/2019,01/07/2019 11:37:58 PM,01/07/2019 11:42:39 PM,4,Lakeshore
Medical Incident,02/19/2019,02/19/2019 12:10:32 PM,02/19/2019 12:15:13 PM,4,Lakeshore
Medical Incident,12/19/2018,12/19/2018 2:04:52 PM,12/19/2018 2:09:34 PM,4,Lakeshore
Medical Incident,01/31/2019,01/31/2019 4:20:45 PM,01/31/2019 4:25:27 PM,4,Lakeshore
Medical Incident,02/19/2019,02/19/2019 2:16:25 PM,02/19/2019 2:21:07 PM,4,Lakeshore
Medical Incident,01/31/2019,01/31/2019 5:56:38 PM,01/31/2019 6:01:22 PM,4,Lakeshore
Medical Incident,01/14/2019,01/14/2019 4:23:50 AM,01/14/2019 4:28:35 AM,4,Lakeshore
Medical Incident,02/26/2019,02/26/2019 6:50:02 PM,02/26/2019 6:54:48 PM,4,Lakeshore
Medical Incident,12/20/2018,12/20/2018 5:17:41 AM,12/20/2018 5:22:27 AM,4,Lakeshore
Medical Incident,02/01/2019,02/01/2019 1:04:04 AM,02/01/2019 1:08:51 AM,4,Lakeshore
Medical Incident,02/07/2019,02/07/2019 1:53:08 PM,02/07/2019 1:57:55 PM,4,Lakeshore
Medical Incident,01/08/2019,01/08/2019 10:10:37 PM,01/08/2019 10:15:25 PM,4,Lakeshore
Medical Incident,12/15/2018,12/15/2018 9:41:13 AM,12/15/2018 9:46:02 AM,4,Lakeshore
Medical Incident,02/27/2019,02/27/2019 5:29:23 PM,02/27/2019 5:34:12 PM,4,Lakeshore
Medical Incident,02/04/2019,02/04/2019 2:07:20 AM,02/04/2019 2:12:10 AM,4,Lakeshore
Medical Incident,12/25/2018,12/25/2018 3:38:26 AM,12/25/2018 3:43:19 AM,4,Lakeshore
Medical Incident,01/17/2019,01/17/2019 1:20:33 AM,01/17/2019 1:25:26 AM,4,Lakeshore
Medical Incident,01/29/2019,01/29/2019 1:08:30 PM,01/29/2019 1:13:24 PM,4,Lakeshore
Medical Incident,12/18/2018,12/18/2018 6:12:58 PM,12/18/2018 6:17:53 PM,4,Lakeshore
Medical Incident,02/26/2019,02/26/2019 7:10:05 PM,02/26/2019 7:15:00 PM,4,Lakeshore
Medical Incident,12/10/2018,12/10/2018 2:02:17 PM,12/10/2018 2:07:15 PM,4,Lakeshore
